recipename,Total Fat,Saturated Fat,Cholesterol,Sodium,Potassium,Total Carbohydrates,Dietary Fiber,Protein,Sugars,Vitamin A,Vitamin C,Calcium,Iron,Thiamin,Niacin,Vitamin B6,Magnesium,Folate,Calories,Health Score,ratings,class_prob
apple and prosciutto stuffed chicken breast,0.129230769,0.2,0.26,0.093333333,0.066571429,0.019666667,0.024,0.518,0.126984127,0.0382,0.016666667,0.064,0.055555556,0,0.6,0,0.0625,0.0225,208,0.634833684,4.162755619,0.988969255
apple and zucchini salad,0.143076923,0.05,0,0.09375,0.067428571,0.036333333,0.088,0.02,0.222222222,0.0362,0.316666667,0.017,0,0,0.05,0,0.035,0.05,124,-1.031213723,4.25965035,0.999968638
apple cider sauce and pork loin chops,0.255384615,0.2,0.123333333,0.127916667,0.164,0.095333333,0.012,0.282,0.73015873,0.0068,0.05,0.04,0.111111111,0,0.25,0,0.055,0.01,325,-2.471093451,4.57921916,0.900791959
apple cranberry stuffed pork chops,0.230769231,0.35,0.243333333,0.194583333,0.136571429,0.073333333,0.052,0.456,0.571428571,0.0448,0.05,0.037,0.055555556,0,0.45,0,0.0525,0.025,314,-2.755952057,4.288604702,0.946709713
apple curry turkey pita,0.173846154,0.1,0.216666667,0.164166667,0.161142857,0.166333333,0.164,0.628,0.349206349,0.0138,0.183333333,0.162,0.222222222,0,0.7,0.5,0.145,0.225,428,0.331862889,4.164589803,0.735577982
apple flavored pot roast,0.710769231,0.95,0.546666667,0.254583333,0.407142857,0.170333333,0.14,0.836,0.888888889,0.6798,1.366666667,0.068,0.333333333,0,0.7,0.5,0.1925,0.0825,792,-8.877468191,4.017566303,0.999999999
apple glazed pork chops,0.067692308,0.1,0.12,0.267083333,0.089714286,0.063333333,0.088,0.3,0.412698413,0.0066,0.066666667,0.03,0.055555556,0,0.3,0,0.035,0.0075,173,-1.062247908,4.15242262,0.596290182
apple honey glazed chicken,0.041538462,0.05,0.216666667,0.18375,0.056857143,0.11,0.008,0.472,0.952380952,0.0034,0,0.015,0.055555556,0,0.75,0,0.055,0.0075,252,-0.048066725,4.238171551,0.999957734
apple pork chops,0.175384615,0.1,0.12,0.131666667,0.091714286,0.060666667,0.08,0.296,0.476190476,0.0082,0.083333333,0.028,0.055555556,0,0.25,0,0.0425,0.02,232,-0.674067583,4.252250517,0.480509386
apple stuffed chicken breast,0.078461538,0.15,0.153333333,0.05,0.055142857,0.016333333,0.02,0.3,0.063492063,0.0468,0.05,0.045,0.055555556,0,0.5,0,0.055,0.02,139,0.358787183,4.486576285,0.948168298
apple stuffed pork chops,0.290769231,0.4,0.3,0.260833333,0.048571429,0.15,0.14,0.644,0.253968254,0.0632,0.05,0.107,0.166666667,0,0.25,0,0.065,0.155,483,-3.022840316,4.435434039,0.980056742
apple walnut stuffed pork roast,0.344615385,0.4,0.263333333,0.39625,0.146285714,0.189333333,0.188,0.606,0.317460317,0.0586,0.033333333,0.15,0.222222222,0.666666667,0.8,0.5,0.16,0.215,551,-4.560582335,4.35107267,0.785131411
applesauce sandwich,0.203076923,0.4,0.103333333,0.17625,0.025142857,0.101666667,0.068,0.08,0.222222222,0.0736,0.016666667,0.08,0.111111111,0,0.15,0,0.0325,0.14,254,-5.077034701,4.025164869,0.803877504
apricot glazed pork chops,0.289230769,0.25,0.21,0.0225,0.121714286,0.063,0.012,0.472,0.412698413,0.0018,0.05,0.024,0.055555556,0.666666667,0.45,0,0.065,0.0375,359,-0.768904217,4.174833586,0.826515398
arabic fattoush salad,0.141538462,0.1,0.02,0.086666667,0.156857143,0.063333333,0.124,0.094,0.19047619,0.4472,0.666666667,0.107,0.111111111,0,0.15,0,0.09,0.17,169,-1.131240569,3.99158456,0.991297821
argentine meat empanadas,0.566153846,0.5,0.243333333,0.135833333,0.060857143,0.092333333,0.06,0.294,0.126984127,0.091,0.033333333,0.028,0.166666667,0,0.35,0,0.055,0.1275,498,-5.655383913,4.139569481,0.69194835
arjuns lime chicken rice,0.170769231,0.1,0.06,0.11125,0.07,0.141666667,0.076,0.218,0.031746032,0.0656,0.2,0.045,0.166666667,0,0.35,0,0.07,0.2925,315,-1.332118828,4.277700497,0.69456116
army sos creamed ground beef,0.166153846,0.25,0.176666667,0.215833333,0.087142857,0.028333333,0.008,0.326,0.126984127,0.0348,0,0.115,0.111111111,0,0.3,0,0.055,0.0475,201,-1.843573591,4.668153251,0.935772769
arrachera skirt steak taco filling,0.095384615,0.15,0.113333333,0.535833333,0.064285714,0.006333333,0.012,0.37,0,0,0,0.016,0.055555556,0,0.35,0,0.0425,0.02,150,-2.058927333,4.295431908,0.994071389
arroz con pollo,0.310769231,0.25,0.473333333,0.460416667,0.195142857,0.121,0.12,1.01,0.285714286,0.1652,0.433333333,0.078,0.277777778,0,1.3,0.5,0.1675,0.17,535,-0.786278576,4.190680996,0.668745596
arti cheesy chicken,0.793846154,1.3,0.586666667,0.58125,0.141142857,0.05,0.112,0.508,0.095238095,0.2912,0.15,0.25,0.166666667,0,0.6,0,0.085,0.0675,611,-14.53236346,4.354989527,0.999799144
artichoke and sun dried tomato chicken,0.1,0.05,0.226666667,0.360833333,0.117142857,0.038,0.136,0.61,0,0.127,0.25,0.033,0.055555556,0,0.95,0.5,0.11,0.035,228,1.072625907,4.370992353,0.906854187
artichoke chicken,0.613846154,0.4,0.32,0.510416667,0.064857143,0.044666667,0.152,0.688,0.031746032,0.1156,0.233333333,0.181,0.055555556,0,0.85,0.5,0.0725,0.0175,548,-4.281108495,4.477622162,0.629830205
asian barbequed steak,0.164615385,0.2,0.12,0.2425,0.06,0.003666667,0,0.28,0,0.0002,0.066666667,0.008,0.111111111,0,0.25,0,0.06,0.02,160,-1.490824209,4.24734638,0.998222573
asian beef skewers,0.075384615,0.1,0.083333333,0.338333333,0.063428571,0.022333333,0.02,0.294,0.095238095,0.0106,0.016666667,0.02,0.055555556,0,0.3,0,0.0475,0.0275,135,-0.999325428,4.59491248,0.915586841
asian beef with snow peas,0.153846154,0.15,0.13,0.29625,0.098,0.032333333,0.06,0.32,0.19047619,0.0132,0.433333333,0.034,0.166666667,0,0.3,0,0.08,0.0575,203,-1.438770149,4.251365184,0.637842887
asian chicken and rice lettuce wraps,0.126153846,0.05,0.23,0.154166667,0.164285714,0.142666667,0.164,0.594,0.253968254,1.5274,0.416666667,0.061,0.111111111,0,0.85,0.5,0.1075,0.3375,367,1.050934155,4.006591505,0.724005135
asian coleslaw light,0.141538462,0.05,0.02,0.03,0.053714286,0.039333333,0.064,0.03,0,0.0856,0.466666667,0.049,0.055555556,0,0.05,0,0.03,0.075,135,-0.485262428,4.473145791,0.998938041
asian glazed chicken thighs,0.464615385,0.35,0.473333333,0.771666667,0.127142857,0.088666667,0.032,0.812,0.698412698,0.0976,0.066666667,0.036,0.166666667,0,0.9,0.5,0.1175,0.0425,544,-5.442492155,4.529725694,0.976820299
asian grilled chicken,0.184615385,0.15,0.24,0.571666667,0.079142857,0.078666667,0.02,0.418,0.634920635,0.0384,0.116666667,0.035,0.111111111,0,0.45,0,0.075,0.03,287,-3.573145025,4.495022532,0.631181205
asian inspired honey vanilla chicken,0.341538462,0.2,0.286666667,0.228333333,0.085714286,0.022333333,0.008,0.644,0.19047619,0.0072,0.033333333,0.022,0.055555556,0,1,0.5,0.085,0.015,361,-0.285769203,4.193813782,0.895629139
asian pasta salad with beef broccoli and bean sprouts,0.295384615,0.15,0.096666667,1.3,0.180857143,0.179,0.2,0.478,0.222222222,0.949,0.833333333,0.055,0.222222222,0,0.35,0,0.19,0.1475,468,-8.178095787,4.46639333,0.713272043
asian poached cod,0.066153846,0.05,0.136666667,0.500833333,0.139714286,0.014333333,0.028,0.432,0.031746032,0.0742,0.1,0.028,0.055555556,0,0.35,0,0.095,0.0425,144,-0.615358329,4.066987298,0.972761252
asian pork tenderloin,0.304615385,0.2,0.326666667,0.384166667,0.209142857,0.052333333,0.028,0.732,0.285714286,0.0246,0.066666667,0.043,0.166666667,0.666666667,0.85,0.5,0.13,0.03,385,-0.928692915,4.666958212,0.849727951
asian style country ribs,0.676923077,0.65,0.59,1.05375,0.178571429,0.046333333,0.02,0.968,0.317460317,0.0028,0.05,0.08,0.166666667,0.666666667,0.95,0.5,0.1525,0.0175,653,-8.961989264,4.11047618,0.999998277
asopao de pollo,0.272307692,0.15,0.436666667,0.895416667,0.218857143,0.184,0.208,0.762,0.222222222,0.5132,1.033333333,0.1,0.444444444,0,0.95,0.5,0.1775,0.365,550,-4.324955816,4.243003849,0.927202377
asparagus angel hair pasta,0.309230769,0.25,0.05,0.09,0.165142857,0.135333333,0.284,0.238,0.063492063,0.1552,0.283333333,0.12,0.166666667,0,0.25,0,0.08,0.2925,377,-2.489836109,4.264333869,0.913675212
asparagus chicken and pecan pasta,0.449230769,0.55,0.313333333,0.199166667,0.200285714,0.213333333,0.28,0.896,0.222222222,0.4426,0.566666667,0.353,0.388888889,0,0.95,0.5,0.2425,0.24,685,-3.263402088,4.236373497,0.859669074
asparagus lasagna,0.289230769,0.35,0.146666667,0.42,0.147714286,0.110666667,0.092,0.452,0.19047619,0.2206,0.5,0.361,0.111111111,0,0.4,0,0.1175,0.41,388,-4.201298395,4.265627724,0.888083386
asparagus lemon and mint soup,0.158461538,0.1,0.356666667,0.368333333,0.167428571,0.048333333,0.2,0.188,0.19047619,0.4342,0.283333333,0.086,0.388888889,0,0.2,0,0.105,0.3475,173,-2.501680463,4.181431187,0.70387709
asparagus with gorgonzola and roasted walnuts,0.349230769,0.3,0.073333333,0.130416667,0.084285714,0.021666667,0.132,0.186,0.063492063,0.2022,0.116666667,0.154,0.166666667,0,0.1,0,0.1,0.185,257,-2.836626303,4.288752198,0.863987759
astoria crab pasta,0.323076923,0.5,0.276666667,0.182083333,0.106285714,0.108333333,0.084,0.376,0.031746032,0.13,0.066666667,0.042,0.111111111,0,0.4,0,0.09,0.165,403,-4.656955733,4.080739275,0.824052821
attitude chicken,0.186153846,0.2,0.206666667,0.244166667,0.105714286,0.130666667,0.124,0.3,0.126984127,0.2156,0.5,0.061,0.166666667,0.666666667,0.45,0,0.1075,0.3325,320,-2.614129828,4.171322817,0.766968819
aunt carols spinach and fish bake,0.22,0.4,0.436666667,0.174583333,0.151428571,0.033333333,0.1,0.684,0.031746032,1.7548,0.083333333,0.376,0.166666667,0,0.5,0,0.265,0.33,306,-0.972970357,4.199704981,0.506795391
aunt fannies dinner,0.22,0.25,0.23,0.235,0.162285714,0.085666667,0.116,0.464,0.19047619,0.047,0.116666667,0.036,0.222222222,0,0.5,0,0.105,0.1525,318,-1.78303486,4.355907558,0.8213758
aunt marys eggplant balls,0.186153846,0.15,0.18,0.107083333,0.052857143,0.053666667,0.092,0.154,0.095238095,0.1972,0.233333333,0.149,0.111111111,0,0.15,0,0.055,0.1075,201,-1.545605236,4.361969945,0.758485599
aunt ritas italian stew,0.232307692,0.25,0.103333333,0.403333333,0.18,0.069,0.148,0.286,0.412698413,0.9596,0.533333333,0.107,0.111111111,0,0.3,0.5,0.09,0.1175,270,-3.754547548,4.153251032,0.799582018
aunt ruths crab cakes,0.095384615,0.05,0.226666667,0.235416667,0.074571429,0.017666667,0.012,0.282,0,0.0202,0.033333333,0.044,0.055555556,0,0.3,0,0.09,0.09,136,-0.157619143,4.277700497,0.987981557
aunty pastos seafood lasagna,0.384615385,0.65,0.696666667,0.507083333,0.138285714,0.094,0.06,0.662,0.126984127,0.1732,0.066666667,0.225,0.222222222,0,0.55,0,0.1425,0.205,475,-6.832384116,4.263012386,0.546299097
aussie works burger,0.569230769,0.7,1,0.497916667,0.203142857,0.148333333,0.152,0.862,0.603174603,0.1826,0.266666667,0.309,0.333333333,0,0.8,0.5,0.1625,0.2725,685,-7.698273955,4.189258306,0.999993785
australian deep fried chicken wings,0.427692308,0.2,0.066666667,0.44625,0.033428571,0.096,0.036,0.198,0,0.0128,0,0.011,0.111111111,0,0.25,0,0.045,0.1,410,-4.874631231,4.397647235,0.960840519
authentic and easy shrimp curry,0.196923077,0.1,0.923333333,0.305833333,0.110857143,0.017666667,0.06,0.614,0.063492063,0.2142,0.166666667,0.105,0.277777778,0,0.55,0,0.16,0.05,270,-0.133697029,4.431304435,0.881240742
authentic enchiladas verdes,0.384615385,0.35,0.28,0.56,0.247428571,0.163,0.328,0.742,0.222222222,0.2886,0.383333333,0.278,0.166666667,0,0.95,0.5,0.2975,0.0975,559,-3.936443401,4.633472329,0.849267867
authentic german bread bauernbrot,0.02,0,0,0.2925,0.058857143,0.238666667,0.3,0.184,0.063492063,0,0,0.02,0.166666667,0.666666667,0.3,0,0.1075,0.29,334,-1.7894,4.377694051,1
authentic german potato salad,0.06,0.05,0.033333333,0.331666667,0.121714286,0.107333333,0.088,0.108,0.349206349,0.0172,0.166666667,0.016,0.055555556,0,0.15,0,0.065,0.035,183,-2.429897336,4.42875179,0.999483045
authentic korean bulgogi,0.278461538,0.25,0.246666667,0.424166667,0.185714286,0.064,0.072,0.666,0.444444444,0.0066,0.066666667,0.064,0.166666667,0,0.7,0.5,0.125,0.07,375,-1.978905575,4.259615645,0.897785001
authentic pad thai,0.327692308,0.2,0.44,0.61625,0.121428571,0.262666667,0.172,0.43,0.73015873,0.187,0.15,0.064,0.166666667,0,0.6,0,0.2275,0.1925,583,-6.44734006,4.535169158,0.858523315
authentic pad thai noodles,0.358461538,0.2,0.136666667,0.514166667,0.122857143,0.131666667,0.2,0.264,0.317460317,0.0924,0.483333333,0.204,0.277777778,0,0.3,0,0.18,0.2775,397,-5.043031712,4.058455767,0.836261654
autumn spice ham steak,0.346153846,0.45,0.296666667,0.889166667,0.161142857,0.082333333,0.048,0.614,0.507936508,0.021,0.033333333,0.019,0.055555556,0.666666667,0.65,0.5,0.0675,0.0175,425,-7.370817147,4.150696445,0.510951081
avocado beet and arugula salad with chevre tartine,0.678461538,0.5,0.073333333,0.23875,0.267714286,0.104333333,0.444,0.272,0.317460317,1.174,0.466666667,0.165,0.277777778,0,0.3,0,0.2175,0.44,550,-6.304922953,4.453527604,0.911999575
avocado egg salad,0.384615385,0.25,0.723333333,0.07875,0.119428571,0.030666667,0.196,0.16,0.095238095,0.093,0.133333333,0.042,0.055555556,0,0.15,0,0.07,0.2,284,-3.180137007,4.457764748,0.785344518
avocado feta salad,0.513846154,0.35,0.046666667,0.277083333,0.170857143,0.044666667,0.308,0.098,0.063492063,0.0478,0.333333333,0.102,0.055555556,0,0.15,0,0.095,0.245,353,-5.198281031,4.178336303,0.977315872
avocado pomegranate and quinoa salad,0.176923077,0.1,0,0.00375,0.143142857,0.095,0.256,0.11,0.126984127,0.0476,0.35,0.034,0.111111111,0,0.1,0,0.185,0.2425,225,-0.689695155,4.153251032,0.999999772
avocado shrimp salad,0.263076923,0.15,0.653333333,0.084583333,0.267428571,0.049666667,0.316,0.582,0.095238095,0.167,0.433333333,0.092,0.222222222,0,0.6,0,0.215,0.2475,319,0.736353873,4.127166559,0.901717965
avocado tacos,0.250769231,0.1,0,0.04625,0.183714286,0.109333333,0.416,0.106,0.031746032,0.1556,0.216666667,0.062,0.055555556,0,0.15,0,0.175,0.2275,279,-1.060983528,4.52917407,1
aw some coleslaw,0.113846154,0.05,0.013333333,0.033333333,0.036571429,0.034333333,0.064,0.022,0.253968254,0.1712,0.366666667,0.031,0,0,0,0,0.02,0.065,108,-0.602071023,4.624316593,0.999944097
awesome baked sea scallops,0.464615385,0.6,0.193333333,0.167916667,0.117714286,0.099333333,0.12,0.304,0.095238095,0.2192,0.516666667,0.107,0.111111111,0,0.3,0,0.145,0.14,440,-6.161246929,4.364483491,0.963281721
awesome egg salad with a kick,0.170769231,0.2,0.956666667,0.214166667,0.038571429,0.023666667,0.008,0.23,0.126984127,0.0918,0.016666667,0.058,0.055555556,0,0.1,0,0.03,0.1,174,-2.908596084,4.351462144,0.999553119
awesome grilled cheese sandwiches,0.249230769,0.5,0.143333333,0.230416667,0.022571429,0.085666667,0.048,0.218,0.063492063,0.0884,0,0.281,0.111111111,0,0.2,0,0.05,0.1525,293,-5.361621359,4.510478944,0.970889929
awesome honey pecan pork chops,0.472307692,0.55,0.333333333,0.0425,0.172,0.101,0.044,0.612,0.571428571,0.038,0.016666667,0.017,0.111111111,0.666666667,0.7,0.5,0.1025,0.0975,518,-3.776690273,4.546464456,0.584520891
awesome korean steak,0.336923077,0.35,0.23,0.520416667,0.087428571,0.071333333,0.032,0.412,0.476190476,0.0596,0.033333333,0.061,0.166666667,0,0.3,0,0.1025,0.045,376,-5.305249881,4.521785037,0.96407525
awesome roast beef,0.247692308,0.25,0.293333333,0.274166667,0.14,0.011,0,0.706,0.031746032,0.0026,0,0.011,0.166666667,0,0.55,0,0.075,0.035,308,-0.076671888,4.510709503,0.989711464
awesome slow cooker pot roast,0.364615385,0.45,0.423333333,0.26625,0.219428571,0.016333333,0.004,0.912,0.031746032,0.003,0,0.02,0.277777778,0,0.85,0.5,0.125,0.045,426,-1.061449807,4.593858103,0.732225093
awesome slow cooker pot roast plus extras,0.206153846,0.2,0.466666667,0.2,0.206857143,0.033,0.052,1.142,0.031746032,0.3096,0.133333333,0.025,0.333333333,0,0.85,0.5,0.13,0.065,401,3.294489119,4.065447912,0.702533493
awesome spicy beef kabobs or haitian voodoo sticks,0.332307692,0.35,0.303333333,0.424166667,0.121714286,0.008333333,0.016,0.586,0.031746032,0.0752,0.016666667,0.022,0.166666667,0,0.5,0,0.085,0.0275,327,-2.835082043,4.660905885,0.903772437
aztec casserole,0.676923077,1.25,0.553333333,0.33125,0.178857143,0.105333333,0.172,0.762,0.095238095,0.3712,0.583333333,0.426,0.111111111,0,0.75,0,0.2175,0.1025,665,-10.96895786,4.476467243,0.996542954
baby back ribs,0.575384615,0.7,0.566666667,0.669583333,0.225714286,0.152333333,0.032,0.864,1.047619048,0.0638,0.016666667,0.088,0.111111111,0.666666667,0.95,0.5,0.1275,0.03,697,-8.798971777,4.367683074,0.999999947
bachelor grilled cheese,0.298461538,0.6,0.176666667,0.49375,0.041714286,0.087333333,0.048,0.328,0.063492063,0.109,0,0.388,0.111111111,0,0.3,0,0.0675,0.15,346,-7.355916087,4.213536305,0.546840998
backyard cooper burgers,0.34,0.4,0.436666667,0.196666667,0.12,0.005,0.004,0.616,0.031746032,0.0082,0.016666667,0.034,0.166666667,0,0.6,0,0.07,0.0375,336,-1.859226583,4.358119681,0.960571583
bacon and eggs potato salad,0.412307692,0.25,0.486666667,0.20125,0.213714286,0.090666667,0.136,0.184,0.095238095,0.1326,0.266666667,0.04,0.111111111,0,0.2,0,0.1075,0.13,381,-4.216828121,4.520147861,0.958346797
bacon and feta stuffed chicken breast,0.112307692,0.15,0.29,0.29625,0.174857143,0.024,0.068,0.674,0.158730159,0.356,0.283333333,0.128,0.333333333,0,1,0.5,0.095,0.02,246,0.806480387,4.193813782,0.579859768
bacon and parmesan penne pasta,0.266153846,0.25,0.083333333,0.212083333,0.055428571,0.151666667,0.112,0.344,0.031746032,0.0058,0.016666667,0.071,0.111111111,0,0.4,0,0.0875,0.2675,412,-2.841862237,4.274522672,0.430074304
bacon and potato frittata with greens,0.136923077,0.15,0.653333333,0.1425,0.095714286,0.022,0.044,0.224,0.031746032,0.415,0.233333333,0.083,0.111111111,0,0.15,0,0.0975,0.08,150,-1.4606222,3.926794763,0.997786946
bacon asparagus pizza,0.387692308,0.75,0.25,0.403333333,0.067714286,0.071,0.048,0.574,0.126984127,0.2478,0.083333333,0.565,0.111111111,0,0.35,0,0.08,0.045,429,-6.848389864,3.946133259,0.857600698
bacon avocado and pepperjack grilled cheese sandwich,0.521538462,0.75,0.246666667,0.353333333,0.119142857,0.117,0.2,0.352,0.095238095,0.1676,0.116666667,0.19,0.111111111,0,0.3,0,0.0875,0.295,508,-8.574971421,4.044597009,0.942411554
bacon broccoli salad with raisins and sunflower seeds,0.413846154,0.2,0.046666667,0.118333333,0.180857143,0.106666667,0.2,0.194,0.603174603,0.1372,1.5,0.075,0.111111111,0.666666667,0.25,0.5,0.2225,0.2675,385,-3.133808103,4.197907157,0.980563522
bacon cheeseburger meatloaf,0.681538462,0.85,0.563333333,0.495833333,0.111428571,0.048666667,0.016,0.62,0.126984127,0.1234,0.033333333,0.303,0.166666667,0,0.55,0,0.0875,0.0675,586,-9.241314325,4.408319134,0.98626566
bacon cheeseburger upside down pizza,0.741538462,0.95,0.583333333,0.394583333,0.145428571,0.093333333,0.1,0.576,0.19047619,0.1964,0.45,0.233,0.166666667,0,0.6,0,0.1,0.17,668,-10.30626073,4.459335478,0.883202242
bacon chicken ii,0.289230769,0.3,0.36,0.9725,0.193142857,0.154,0.032,0.768,1.047619048,0.0654,0.016666667,0.031,0.111111111,0,1.1,0.5,0.125,0.015,522,-6.623407285,4.354632745,0.999566503
bacon deviled eggs,0.072307692,0.05,0.32,0.062916667,0.013428571,0.001,0,0.08,0,0.0246,0,0.014,0,0,0.05,0,0.01,0.0225,60,-0.247382748,4.168140117,0.794119548
bacon eggs spaghetti,0.446153846,0.5,0.553333333,0.320833333,0.112285714,0.16,0.096,0.428,0.158730159,0.073,0.05,0.148,0.166666667,0.666666667,0.5,0,0.1075,0.39,544,-6.48420674,4.491771432,0.88595906
bacon jack chicken sandwich,0.336923077,0.45,0.393333333,0.485833333,0.143142857,0.09,0.088,0.834,0.063492063,0.163,0.083333333,0.243,0.166666667,0,1.05,0.5,0.1175,0.1425,482,-3.297376773,4.314155148,0.807535596
bacon mushroom swiss meatloaf,0.838461538,1.1,0.59,0.284583333,0.162857143,0.038,0.016,0.766,0.095238095,0.088,0.05,0.271,0.277777778,0,0.85,0.5,0.115,0.1125,696,-9.634963607,4.213500958,0.999977618
bacon mustard pork roast with stuffed mushroom caps,0.652307692,0.65,0.346666667,0.57,0.186571429,0.020333333,0.108,0.614,0.063492063,0.015,0.033333333,0.048,0.111111111,0.666666667,0.75,0.5,0.155,0.04,527,-7.2614277,4.198574578,0.816766648
bacon pea salad,0.327692308,0.25,0.07,0.118333333,0.069714286,0.052,0.152,0.158,0.253968254,0.1446,0.483333333,0.085,0.055555556,0,0.15,0,0.0725,0.1325,281,-2.822776515,4.447036195,0.683046864
bacon pork tenderloin,0.152307692,0.15,0.373333333,0.150416667,0.185714286,0.032333333,0.008,0.796,0.285714286,0.008,0,0.012,0.111111111,0.666666667,0.9,0.5,0.11,0.0025,295,1.939600293,4.538086352,0.819808433
bacon potato pancakes,0.186153846,0.2,0.25,0.078333333,0.192857143,0.099333333,0.136,0.156,0.031746032,0.022,0.483333333,0.033,0.111111111,0,0.2,0.5,0.0975,0.1025,257,-2.17042086,4.10320355,0.497621392
bacon risotto,0.330769231,0.55,0.186666667,0.601666667,0.050857143,0.246,0.064,0.318,0.063492063,0.077,0.05,0.081,0.055555556,0,0.2,0,0.03,0.0175,557,-9.202247093,4.467003831,0.977867907
bacon roasted chicken,0.492307692,0.55,0.51,0.297083333,0.155428571,0.008,0.028,0.932,0.031746032,0.7516,0.016666667,0.039,0.166666667,0,0.8,0.5,0.1075,0.0375,495,-2.405966175,4.481185189,0.875330094
bacon roasted chicken with potatoes,0.426153846,0.4,0.516666667,0.405833333,0.290857143,0.082,0.156,0.964,0.063492063,0.071,0.416666667,0.071,0.222222222,0,1.05,0.5,0.1825,0.0875,548,-1.88789248,4.49175821,0.84641412
bacon wrapped chicken,0.78,0.8,0.456666667,0.442083333,0.138,0.029666667,0,0.714,0.063492063,0.1394,0.033333333,0.086,0.111111111,0,1.05,0.5,0.1125,0.035,638,-7.945695572,4.3495145,0.998216095
bacon wrapped hamburgers,0.304615385,0.4,0.333333333,0.350833333,0.098285714,0.081333333,0.052,0.482,0.063492063,0.0378,0.016666667,0.17,0.166666667,0,0.5,0,0.0725,0.135,378,-4.010704231,4.460987235,0.726833522
bacon wrapped pork chops,0.552307692,0.65,0.363333333,0.314166667,0.126285714,0.006,0,0.596,0.031746032,0.025,0,0.064,0.055555556,0.666666667,0.65,0.5,0.07,0.0025,458,-5.479008833,4.441205017,0.637599096
bacon wrapped pork chops in zesty sauce,0.184615385,0.2,0.186666667,0.267916667,0.110285714,0.050333333,0.016,0.43,0.412698413,0.0048,0.083333333,0.025,0.055555556,0,0.45,0,0.055,0.0125,258,-1.586412191,3.990151757,0.566282876
bacon wrapped pork medallions,0.392307692,0.45,0.443333333,0.320416667,0.202857143,0.008,0.02,0.846,0.031746032,0.059,0.016666667,0.03,0.111111111,0.666666667,0.95,0.5,0.12,0.005,417,-1.816501753,4.561585206,0.693241369
