recipename,labels,Total Fat,Saturated Fat,Cholesterol,Sodium,Potassium,Total Carbohydrates,Dietary Fiber,Protein,Sugars,Vitamin A,Vitamin C,Calcium,Iron,Thiamin,Niacin,Vitamin B6,Magnesium,Folate,Calories,Health Score,ratings,class_prob,Carb_std,Protein_std,VitA_std,VitC_std,Calcium_std,Iron_std,Thiamin_std,Niacin_std,VitB6_std,Magnesium_std,Folate_std,Potassium_std,Dietary Fiber_std,Total Fat_std,Saturated Fat_std,Cholesterol_std,Sodium_std,Sugars_std,Carb_BNI,Protein_BNI,VitA_BNI,VitC_BNI,Calcium_BNI,Iron_BNI,Thiamin_BNI,Niacin_BNI,VitB6_BNI,Magnesium_BNI,Folate_BNI,Potassium_BNI,Dietary Fiber_BNI,Total Fat_BNI,Saturated Fat_BNI,Cholesterol_BNI,Sodium_BNI,Sugars_BNI,BNI
simple soy sauce chicken,4,15.49999997,4,57.9999999,1060.000001,221.9999985,19.8,0.8,36.6,2.999999993,177.6,0,26,2.999999997,0,9,0,29,78,296,-3.111431903,3.900314318,0.556134309,153.8513514,284.3918919,1380,0,202.027027,23.31081079,0,69.93243243,0,225.3378378,606.0810811,1724.999988,6.216216216,120.439189,31.08108108,450.6756749,8236.486493,23.31081075,2.564189189,10,0.8625,0,0.777027027,4.316816813,0,5,0,2.816722973,3.788006757,2.464285698,1.243243243,0,0,0,0,1.299871309,35.13266301
simple spare ribs,4,17.60000002,6,102,403.9999992,356.000001,5.0000001,0.4,55,2.999999993,9.6,1.00000002,57.2,2.999999997,1.133333334,10,1.25,32,6,295,-1.024377589,4.222493877,0.884136519,38.98305163,428.8135593,74.84745763,7.796610325,445.9661017,23.38983049,8.836158197,77.96610169,9.745762712,249.4915254,46.77966102,2775.593228,3.118644068,137.2203391,46.77966102,795.2542373,3149.830502,23.38983045,0.649717527,10,0.046779661,0.649717527,1.715254237,4.33145009,5,5,5,3.118644068,0.292372881,3.965133183,0.623728814,0,0,0,0,1.2873285,41.68012649
simple spiced rice,5,3.50000001,2,8.0000001,606,17.0000005,38.0000001,0.7,7.4,0,147.2,1.00000002,19.5,0,0,0,0,2,4,196,-2.539650759,3.930110815,0.99990654,445.9183685,86.83673469,1727.346939,11.73469411,228.8265306,0,0,0,0,23.46938776,46.93877551,199.4898018,8.214285714,41.07142869,23.46938776,93.87755219,7111.22449,0,10,13.0255102,1.079591837,0.977891176,0.880102041,0,0,0,0,0.293367347,0.293367347,0.284985431,1.642857143,1.840659332,0,3.43537413,0,5,35.31833186
simple stir fry,4,17.49999999,9,96,1102.000001,427.999999,8.3000001,1,56.2,1.999999985,1299.2,27,42.9,2.999999997,0,19,1.25,41,26,305,-3.997988479,4.029833343,0.530744886,62.59016469,423.8032787,9797.245902,203.6065574,323.5081967,22.6229508,0,143.2786885,9.426229508,309.1803279,196.0655738,3227.540976,7.540983607,131.967213,67.86885246,723.9344262,8310.16394,15.0819671,1.043169411,10,5,5,1.244262295,4.189435333,0,5,5,3.864754098,1.225409836,4.610772823,1.508196721,0,0,0,0,2.606036969,50.29203749
simple stromboli,4,54.6,22,162,3633,550.9999985,77.7999999,6.5,118,6.999999993,870.4,3,692.9,10.5,1.133333334,13,1.25,44,288,1065,-16.25933638,4.479380779,1,168.0187791,254.8356808,1879.737089,6.478873239,1496.403756,22.67605634,2.447574336,28.07511737,2.699530516,95.02347418,621.971831,1189.953048,14.03755869,117.915493,47.51173709,349.8591549,7845.915493,15.11737088,2.800312985,10,1.174835681,0.539906103,5,4.199269693,5,5,5,1.187793427,3.887323944,1.699932926,2.807511737,0,0,0,0,2.600417321,50.89730382
simple sweet and spicy chicken wraps,4,22.60000002,4,57,790.9999992,576.0000015,44.7,3.6,53.2,6.999999993,5707.2,10.99999998,189.8,5.999999994,0,16,1.25,67,292,488,-2.460231359,4.54425422,0.823690272,210.6762295,250.7377049,26898.68852,51.8442622,894.5491803,28.2786885,0,75.40983607,5.891393443,315.7786885,1376.229508,2714.754105,16.96721311,106.5163935,18.85245902,268.647541,3728.073767,32.99180325,3.511270492,10,5,4.320355183,3.44057377,5,0,5,5,3.947233607,5,3.878220151,3.393442623,0,0.286885246,0.522540984,0,0,57.77798107
simple tasty pasta salad,7,23.4,3,14.0000001,1548,577.0000005,96.6,7.2,42.6,25.00000001,1459.2,24,109.2,5.999999994,0,9,0,63,432,678,-6.284114245,3.97127872,0.944848691,327.699115,144.5132743,4950.088496,81.4159292,370.4424779,20.35398228,0,30.53097345,0,213.7168142,1465.486726,1957.374633,24.42477876,79.38053097,10.17699115,47.49262571,5251.327434,84.80825962,10,10,3.09380531,5,1.424778761,3.769255978,0,5,0,2.671460177,5,2.796249476,4.884955752,0,2.455752212,4.208456238,0,0,56.09625767
simple tuna melt,4,34.19999999,10,78,1027.999999,482.000001,26.7999999,3.9,93.6,4.000000001,726.4,0,366.6,5.999999994,0,28,1.25,89,80,608,-3.192636037,4.088356194,0.753983101,101.3815786,354.0789474,2747.894737,0,1386.809211,22.6973684,0,105.9210526,4.728618421,336.6776316,302.6315789,1823.355267,14.75328947,129.375,37.82894737,295.0657895,3888.815786,15.13157895,1.689692976,10,1.717434211,0,5,4.20321637,0,5,5,4.208470395,1.891447368,2.604793238,2.950657895,0,0,0.082236842,0,2.598162072,46.86387452
simple tuna melts,4,10.20000001,6,39,444,118.000001,15.3999999,0.6,35,1.000000008,545.6,1.99999998,370.5,1.500000012,0,7,0,18,38,224,-1.940750883,4.04014741,0.973253409,158.124999,359.375,5602.142857,20.53571408,3804.241071,15.40178584,0,71.875,0,184.8214286,390.1785714,1211.607153,6.160714286,104.7321429,61.60714286,400.4464286,4558.928571,10.26785723,2.63541665,10,3.501339286,1.711309507,5,2.852182562,0,5,0,2.310267857,2.438616071,1.730867362,1.232142857,0,0,0,0,3.370181393,41.78232354
simple whole roasted chicken,6,22.80000002,6,129,900,371,1.5999999,0.1,82,1.000000008,227.2,1.00000002,35.1,2.999999997,0,13,1.25,35,18,387,-0.877779225,4.573154388,0.904074982,9.509043333,487.3385013,1350.284238,5.943152574,208.6046512,17.82945735,0,77.26098191,7.428940568,208.0103359,106.9767442,2204.909561,0.594315245,135.5038761,35.65891473,766.6666667,5348.837209,5.943152502,0.158484056,10,0.843927649,0.495262714,0.802325581,3.30175136,0,5,5,2.600129199,0.668604651,3.149870801,0.118863049,0,0,0,0,4.05664246,36.19586152
simply divine meat loaf with spinach,2,23.79999999,9,110.0000001,1147.999999,289.0000015,21.0999999,1.4,43,2.999999993,936,3,202.8,4.500000009,0,8,0,29,96,387,-5.70569146,4.457380982,0.826966151,125.4005162,255.5555556,5562.790698,17.82945736,1205.271318,26.7441861,0,47.54521964,0,172.3514212,570.5426357,1717.571068,8.320413437,141.4470284,53.48837209,653.7467706,6822.739013,17.82945732,2.090008603,10,3.476744186,1.485788114,4.635658915,4.952627056,0,5,0,2.154392765,3.565891473,2.453672955,1.664082687,0,0,0,0,2.16992741,43.64879416
simply egg salad,3,7.29999998,2,246.9999999,544.0000008,157.0000005,5.1,0.3,18.2,4.000000001,670.4,1.00000002,83.2,1.500000012,0,2,0,12,62,122,-2.004380044,4.322451782,0.995063292,96.14754098,343.1147541,12638.68852,18.85245939,1568.52459,28.27868875,0,37.70491803,0,226.2295082,1168.852459,2959.836075,5.655737705,137.6229504,37.70491803,4656.557375,10255.73772,75.40983608,1.602459016,10,5,1.571038283,5,5,0,5,0,2.827868852,5,4.22833725,1.131147541,0,0,0,0,0,46.36085094
simply elegant steak and rice,5,17.40000002,5,69,1048.999999,536.9999985,34.1000001,1.2,56,1.999999985,24,1.00000002,36.4,5.999999994,0,12,1.25,41,174,418,-2.84285014,4.471215328,0.892791146,187.6315795,308.1339713,132.0574163,5.502392455,200.2870813,33.01435403,0,66.02870813,6.877990431,225.5980861,957.4162679,2954.784681,6.602870813,95.7416269,27.51196172,379.6650718,5772.009565,11.0047846,3.127192992,10,0.082535885,0.458532705,0.770334928,5,0,5,5,2.819976077,5,4.221120972,1.320574163,0,0,0,0,3.253208793,46.05347651
simply guacamole,4,7.40000001,1,0,4.9999992,262.0000005,4.7000001,3.5,2.2,0,302.4,7.00000002,13,0,0,1,0,16,88,82,0.069325769,4.402138982,0.999999532,131.8292711,61.70731707,8481.95122,196.341464,364.6341463,0,0,28.04878049,0,448.7804878,2468.292683,7348.780502,98.17073171,207.5609759,28.04878049,0,140.24388,0,2.197154518,9.256097561,5,5,1.402439024,0,0,5,0,5,5,5,5,0,0,5,4.70782525,5,57.56351635
simply lemon baked chicken,4,34.30000002,10,170.0000001,1903.999999,469,1.8999999,1,85,0,1236.8,15,46.8,2.999999997,0,23,1.25,49,30,493,-5.646806815,4.206870335,0.99803899,8.864096897,396.5517241,5770.060852,69.97971602,218.336714,13.99594319,0,107.3022312,5.831643002,228.6004057,139.959432,2188.032454,4.665314402,160.0202841,46.65314402,793.1034487,8882.758617,0,0.147734948,10,3.606288032,5,0.839756592,2.591841332,0,5,5,2.857505071,0.87474645,3.125760649,0.93306288,0,0,0,0,5,44.97669596
simply roasted artichokes,4,13.79999998,2,0,253.0000008,630,19.2999999,8.9,11,1.999999985,38.4,27,101.4,2.999999997,0,2,0,99,224,204,-0.963801691,4.031935816,0.99999989,217.5980381,124.0196078,432.9411765,304.4117647,1143.235294,33.82352938,0,22.54901961,0,1116.176471,2525.490196,7102.941176,100.3431373,155.5882351,22.54901961,0,2852.450989,22.54901943,3.626633968,10,0.270588235,5,4.397058824,5,0,5,0,5,5,5,5,0,0,5,0,1.420790566,54.71507159
simply swordfish,4,6.89999999,2,66,847.0000008,563.0000005,2.7999999,0.4,67.4,1.000000008,473.6,10.00000002,50.7,2.999999997,0,23,1.25,55,10,215,1.140980871,4.091495586,0.996944173,29.9534873,721.0232558,5066.418605,106.9767444,542.372093,32.09302322,0,246.0465116,13.37209302,588.372093,106.9767442,6022.790703,4.279069767,73.81395338,21.39534884,706.0465116,9060.930241,10.6976745,0.499224788,10,3.166511628,5,2.086046512,5,0,5,5,5,0.668604651,5,0.855813953,0,0,0,0,3.301956428,50.57815796
singapore noodles,4,8.19999999,2,63.9999999,310.0000008,443.0000015,46.2,3.6,48.4,4.000000001,5956.8,4.00000002,59.8,4.500000009,0,13,1.25,60,258,351,0.080428985,4.414672717,0.788161434,302.7350427,317.1509972,39033.16239,26.21082634,391.8518519,29.48717955,0,85.18518519,8.190883191,393.1623932,1690.598291,2902.849013,23.58974359,53.73219367,13.10541311,419.3732187,2031.339037,26.21082621,10,10,5,2.184235528,1.507122507,5,0,5,5,4.914529915,5,4.146927161,4.717948718,0.866754333,1.723646724,0,0.768043674,0.839551395,66.66875995
singaporean tender pork spare ribs,9,54.00000001,14,230.0000001,1291.999999,661.9999995,25.2,3.2,57.4,14.99999999,785.6,72,179.4,5.999999994,0,11,0,50,128,693,-9.705848449,4.066098396,0.999112812,83.63636364,190.5050505,2607.330447,238.961039,595.4112554,19.91341989,0,36.50793651,0,165.9451659,424.8196248,2197.113995,10.62049062,179.2207793,46.46464646,763.3477637,4288.023085,49.78354976,1.393939394,10,1.62958153,5,2.29004329,3.687670351,0,5,0,2.074314574,2.655122655,3.138734279,2.124098124,0,0,0,0,0,38.9935042
siopao filipino steamed dumplings,4,11.19999998,3,33.9999999,270,167.000001,43.8999999,1.6,32,5.000000009,113.6,1.00000002,22.1,1.500000012,0,8,0,31,54,346,-1.363980696,3.915834011,0.46301758,291.8208086,212.716763,755.1445087,6.647398977,146.9075145,9.971098346,0,53.17919075,0,206.0693642,358.9595376,1110.115614,10.63583815,74.45086692,19.94219653,226.01156,1794.797688,33.23699428,4.863680143,10,0.471965318,0.553949915,0.565028902,1.846499694,0,5,0,2.575867052,2.24349711,1.585879448,2.12716763,0,0.014450867,1.233140666,1.26083815,0,33.10882423
sirloin marinara,4,15.40000001,5,62.0000001,300,485.0000015,10.5,1.9,40,5.999999985,465.6,3,35.1,4.500000009,0,9,0,36,34,276,-1.137928416,4.428672452,0.582580532,87.5,333.3333333,3880,25,292.5,37.50000008,0,75,0,300,283.3333333,4041.666679,15.83333333,128.3333334,41.66666667,516.6666675,2500,49.99999987,1.458333333,10,2.425,2.083333333,1.125,5,0,5,0,3.75,1.770833333,5,3.166666667,0,0,0,0,0,40.77916667
sirloin steak with garlic butter,4,32.19999998,16,150.9999999,166.9999992,508.9999985,0.9999999,0.1,75.4,0,568,1.00000002,27.3,5.999999994,0,12,1.25,40,26,453,-4.20487748,4.284347685,0.529179381,5.077262185,382.8256071,2883.88521,5.077262795,138.6092715,30.46357613,0,60.92715232,6.346578366,203.0905077,132.00883,2584.326703,0.507726269,163.4878586,81.23620309,766.6666662,847.9028657,0,0.084621036,10,1.802428256,0.423105233,0.533112583,5,0,5,5,2.538631347,0.825055188,3.69189529,0.101545254,0,0,0,3.233535696,5,43.23392988
sissy casserole,4,18.2,8,66.9999999,1285.000001,693,85.2999999,5.7,62.8,9.000000009,771.2,7.99999998,234,7.500000006,0,13,0,82,442,609,-5.771718232,3.883137268,0.692705271,322.1510669,237.1756979,2912.577997,30.21346462,883.7438424,28.32512318,0,49.09688013,0,309.6880131,1669.293924,2617.241379,21.5270936,68.73563218,30.2134647,253.0377665,4853.03777,33.99014782,10,10,1.820361248,2.517788718,3.399014778,5,0,5,0,3.871100164,5,3.738916256,4.305418719,0,0,0.782703892,0,0,54.65259988
sizzlin fajitas,4,21.79999998,5,38.0000001,1974,581.999999,48.0999999,5.5,54.8,4.000000001,2363.2,46.99999998,74.1,4.500000009,0,10,1.25,78,96,453,-5.592093685,4.416598249,0.810912909,244.216335,278.2339956,11998.5872,238.6313465,376.2251656,22.84768216,0,50.77262693,6.346578366,396.0264901,487.4172185,2954.966882,27.92494481,110.6843266,25.38631347,192.9359828,10022.51656,20.30905078,4.070272251,10,5,5,1.447019868,4.231052253,0,5,5,4.950331126,3.046357616,4.22138126,5,0,0,1.784400286,0,1.776341147,58.74275552
sizzling chicken skewers,6,23.20000001,4,68.0000001,2857.000001,997.0000005,29.1,6.1,81.8,16,1404.8,48,123.5,4.500000009,0,28,1.25,131,160,468,-5.634315628,4.294592997,0.99903006,143.0128205,402.008547,6903.931624,235.8974359,606.9444444,22.11538466,0,137.6068376,6.143162393,643.8034188,786.3247863,4899.786327,29.97863248,114.017094,19.65811966,334.1880347,14040.81197,78.63247864,2.383547009,10,4.314957265,5,2.334401709,4.095441604,0,5,5,5,4.914529915,5,5,0,0.085470085,0,0,0,58.12834759
sizzling southwest burgers,4,27.40000003,12,114,889.0000008,364.999999,27.8000001,1.4,69.6,5.000000009,545.6,6,239.2,5.999999994,0,12,0,24,106,501,-5.139236049,4.001729013,0.814162115,127.624751,319.5209581,2504.750499,27.54491018,1098.123752,27.54491015,0,55.08982036,0,110.1796407,486.6267465,1675.648698,6.427145709,125.7884233,55.08982036,523.3532934,4081.237529,22.95409186,2.127079183,10,1.565469062,2.295409182,4.223552894,5,0,5,0,1.377245509,3.041417166,2.393783854,1.285429142,0,0,0,0,1.356493356,39.66587935
skillet chicken bulgogi,4,11.59999997,2,69,1230,311.0000005,13.2,0.7,55,9.000000009,179.2,1.99999998,71.5,2.999999997,0,17,1.25,43,20,269,-1.351346612,4.580142574,0.567485272,112.8624535,470.260223,1532.193309,17.10037158,611.33829,25.6505576,0,145.3531599,10.68773234,367.6579926,171.0037175,2659.107811,5.985130112,99.18215588,17.10037175,589.9628253,10516.72862,76.95167294,1.881040892,10,0.957620818,1.425030965,2.351301115,4.750103258,0,5,5,4.595724907,1.068773234,3.798725444,1.197026022,0,0.724907063,0,0,0,42.75025372
skillet gnocchi with chard white beans,4,11.10000002,5,23.0000001,505.0000008,368.9999985,29.4999999,4.9,19.4,2.999999993,4928,19.00000002,266.5,5.999999994,0,2,0,44,28,259,-2.84922058,4.32457273,0.58873254,261.9691111,172.2779923,43762.16216,168.7258689,2366.602317,53.28185323,0,17.76061776,0,390.7335907,248.6486486,3276.833964,43.51351351,98.5714287,44.4015444,204.2471051,4484.555992,26.64092657,4.366151851,10,5,5,5,5,0,4.44015444,0,4.884169884,1.554054054,4.681191376,5,0,0,1.595881581,0,0.771281496,55.6970031
skillet pork chops with potatoes and onion,9,16.39999998,5,44.0000001,1078.999999,346.0000005,31.2,3,41.8,2.999999993,56,6,131.3,1.500000012,0,7,0,25,48,354,-3.466305493,4.382738892,0.875945556,202.7118644,271.5819209,363.8418079,38.98305085,853.079096,9.74576279,0,45.48022599,0,162.4293785,311.8644068,2248.022602,19.49152542,106.5536722,32.48587571,285.8757069,7010.451972,19.49152538,3.378531073,10,0.22740113,3.248587571,3.281073446,1.804770887,0,5,0,2.030367232,1.949152542,3.21146086,3.898305085,0,0,0.235404886,0,1.906107083,39.93575691
skillet summer squash,4,13.19999999,4,18.9999999,238.9999992,580.000001,11.9000001,4.8,11.4,1.000000008,561.6,21,72.8,1.500000012,0,3,0,54,116,182,-1.777967809,3.98480781,0.904341926,150.3846166,144.0659341,7097.142857,265.3846154,920,18.95604411,0,37.91208791,0,682.4175824,1465.934066,7329.670342,60.65934066,166.8131868,50.54945055,240.1098888,3020.32966,12.63736274,2.506410277,10,4.435714286,5,3.538461538,3.510378538,0,5,0,5,5,5,5,0,0,0.998168519,0,2.994069407,56.98503405
slammin salmon,4,50.39999998,9,111.9999999,1599,823.9999985,11.1999999,1.1,81.8,5.999999985,1232,16.99999998,70.2,2.999999997,1.133333334,22,1.25,68,140,664,-5.69995052,4.308597528,0.984431754,38.79518038,283.3433735,4267.46988,58.8855421,243.1626506,10.39156625,3.925702813,76.20481928,4.329819277,235.5421687,484.939759,2854.216862,3.810240964,174.5783132,31.1746988,387.9518069,5538.704819,20.78313248,0.64658634,10,2.667168675,4.907128508,0.935240964,1.924364121,5,5,5,2.944277108,3.030873494,4.07745266,0.762048193,0,0,0,0,1.701090083,48.59623015
slayers sweet tangy and spicy kabobs,4,1.80000002,0,33.9999999,1018.000001,452.9999985,28.8,2.2,30.6,16,1094.4,58.99999998,41.6,2.999999997,0,11,0,38,68,191,-1.344194184,3.936345965,0.999953849,346.8062827,368.4816754,13178.63874,710.4712039,500.9424084,36.12565441,0,132.460733,0,457.591623,818.8481675,5454.973804,26.4921466,21.67539291,0,409.4240826,12258.63875,192.6701571,10,10,5,5,1.926701571,5,0,5,0,5,5,5,5,3.332662084,5,0,0,0,70.25936365
sleepy hollow chicken salad supreme,3,53.60000003,9,120.9999999,379.0000008,864.9999995,43.8,5,85.4,33.00000001,1617.6,13.99999998,111.8,4.500000009,0,20,1.25,78,114,809,-4.007695969,3.857600135,0.999997583,124.5241038,242.7935723,4598.862794,39.80222491,317.8491965,12.79357234,0,56.86032138,3.553770087,221.7552534,324.1038319,2459.208898,14.21508035,152.3856614,25.58714462,344.0049441,1077.503093,93.81953032,2.075401731,10,2.874289246,3.316852076,1.22249691,2.369180062,0,5,5,2.771940667,2.025648949,3.513155569,2.843016069,0,0,0,2.755201891,0,45.76718317
sliced tomatoes with fresh herb dressing,4,7.90000003,2,3,52.9999992,244.000001,4.8,1.3,4.6,1.999999985,1491.2,16.00000002,74.1,1.500000012,0,1,0,14,34,95,-0.537177932,4.115829187,0.994352543,116.2105263,111.3684211,36102.73684,387.3684215,1794,36.31578976,0,24.21052632,0,338.9473684,823.1578947,5907.368445,31.47368421,191.2631586,48.42105263,72.63157895,1283.157875,48.42105226,1.936842105,10,5,5,5,5,0,5,0,4.236842105,5,5,5,0,0,3.789473684,2.326754426,0,58.50043864
slippery shrimp,5,12.09999999,2,173.0000001,535.9999992,245.999999,17.1,0.7,38.2,6.999999993,824,7.00000002,71.5,4.500000009,0,7,0,36,32,258,-1.130045307,4.269614533,0.871539452,152.4418605,340.5426357,7345.736434,62.40310095,637.4031008,40.11627915,0,62.40310078,0,320.9302326,285.2713178,2193.023247,6.240310078,107.868217,17.82945736,1542.248063,4778.294567,62.40310071,2.540697674,10,4.591085271,5,2.451550388,5,0,5,0,4.011627907,1.782945736,3.132890353,1.248062016,0,0.542635659,0,0,0,45.301495
sloppied flank steak sandwiches,4,12.80000001,4,36,1236,643.000001,39,3,37.2,13.99999999,1208,24,128.7,5.999999994,0,8,0,40,126,345,-4.001283213,3.900314318,0.72825419,260,248,8053.333333,160,858,39.99999996,0,53.33333333,0,266.6666667,840,4286.666673,20,85.33333337,26.66666667,240,8240,93.33333324,4.333333333,10,5,5,3.3,5,0,5,0,3.333333333,5,5,4,0,0,1,0,0,54.96666667
sloppy joe casserole,4,18.79999999,10,59.0000001,655.9999992,560.999999,63.6,4.1,50.2,13.99999999,2081.6,43.00000002,61.1,5.999999994,0,9,0,52,64,513,-5.355823176,4.160263382,0.83912157,285.1461988,225.0682261,9332.709552,192.7875245,273.9376218,26.90058477,0,40.35087719,0,233.1384016,286.9395712,2515.204674,18.38206628,84.28849896,44.83430799,264.5224176,2941.130601,62.76803113,4.752436647,10,5,5,1.053606238,4.981589772,0,5,0,2.914230019,1.79337232,3.593149534,3.676413255,0,0,0.59129304,0,0,47.76479779
sloppy joe mamas,4,21,8,99,550.0000008,541.0000015,15.6,0.5,59,13.00000001,420.8,4.99999998,49.4,4.500000009,0,12,0,34,32,374,-2.723829721,4.146933465,0.853707311,95.93582888,362.8342246,2587.807487,30.74866298,303.7967914,27.67379685,0,73.79679144,0,209.0909091,196.7914439,3327.005357,3.07486631,129.144385,49.19786096,608.8235294,3382.352946,79.94652412,1.598930481,10,1.617379679,2.562388582,1.168449198,5,0,5,0,2.613636364,1.229946524,4.752864795,0.614973262,0,0,0,0,0,36.15856889
sloppy joe pockets,4,11.30000001,5,30,529.9999992,175,15.3999999,0.3,17.2,5.000000009,297.6,1.99999998,33.8,1.500000012,0,4,0,13,42,197,-2.986996603,4.105134108,0.877130314,179.7969531,200.8121827,3474.517766,23.35025357,394.6192893,17.5126905,0,46.70050761,0,151.7766497,490.3553299,2043.147208,3.502538071,131.9289341,58.37563452,350.2538071,6187.81725,58.37563462,2.996615886,10,2.171573604,1.945854464,1.517766497,3.243090832,0,5,0,1.897208122,3.064720812,2.918781726,0.700507614,0,0,0,0,0,35.45611956
sloppy joe sandwiches,4,20.29999998,8,69,1339.000001,630.999999,47.7999999,2.4,48,21.99999999,1531.2,12,131.3,5.999999994,0,11,0,44,122,467,-6.321579165,4.430528925,0.66922649,235.4175584,236.4025696,7541.24197,59.1006424,646.6595289,29.55032117,0,54.17558887,0,216.7023555,600.856531,3107.708775,11.82012848,99.97858663,39.40042827,339.8286938,6594.646685,108.3511777,3.923625973,10,4.713276231,4.925053533,2.487152034,5,0,5,0,2.708779443,3.755353319,4.439583964,2.364025696,0,0,0,0,0,49.31685019
sloppy joe with ground turkey,4,20.60000001,8,110.0000001,877.9999992,644.999999,29.4999999,2.8,67.6,4.000000001,1590.4,25.99999998,330.2,5.999999994,0,12,0,51,124,435,-3.098400411,3.954586373,0.8234662,155.977011,357.4252874,8409.011494,137.4712643,1745.885057,31.7241379,0,63.44827586,0,269.6551724,655.6321839,3410.344822,14.8045977,108.9195403,42.29885057,581.6091959,4642.298846,21.14942529,2.599616849,10,5,5,5,5,0,5,0,3.370689655,4.097701149,4.871921175,2.96091954,0,0,0,0,1.642948367,54.54379674
slow cook thai chicken,0,23.29999997,5,60.9999999,1117.999999,609,18.3,4.3,70,5.999999985,1915.2,42,78,4.500000009,0,19,1.25,103,136,408,-1.878864572,4.40113915,0.890554112,103.1617647,394.6078431,10796.47059,236.7647059,439.7058824,25.36764711,0,107.1078431,7.046568627,580.6372549,766.6666667,3433.088235,24.24019608,131.348039,28.18627451,343.8725485,6302.450976,33.82352933,1.719362745,10,5,5,1.691176471,4.697712428,0,5,5,5,4.791666667,4.904411765,4.848039216,0,0,0,0,0,57.65236929
slow cooked barbecue beer beef,8,19.19999998,7,47.0000001,493.9999992,219.0000015,35.1999999,0.8,30.8,10.99999999,481.6,4.00000002,26,2.999999997,0,7,0,15,16,374,-4.111645009,4.284534691,0.745809476,216.4705876,189.4117647,2961.71123,24.5989306,159.8930481,18.44919784,0,43.04812834,0,92.2459893,98.39572193,1346.791453,4.919786096,118.0748662,43.04812834,289.0374338,3037.96791,67.64705878,3.607843127,10,1.851069519,2.049910884,0.614973262,3.416518119,0,5,0,1.153074866,0.614973262,1.92398779,0.983957219,0,0,0.182709437,0,0,31.21630805
slow cooked beef loin tri tip roast,4,23.90000002,8,138.9999999,253.0000008,686,3.9,0.7,94.4,1.999999985,3.2,3,28.6,7.500000006,0,15,1.25,49,42,430,0.520237581,4.372620451,0.53080842,20.86046512,504.9302326,17.11627907,16.04651163,152.9767442,40.1162791,0,80.23255814,6.686046512,262.0930233,224.6511628,3669.302326,3.744186047,127.8372094,42.79069767,743.4883716,1353.255818,10.69767434,0.347674419,10,0.010697674,1.337209302,0.588372093,5,0,5,5,3.276162791,1.404069767,5,0.748837209,0,0,0,2.180717045,3.301956455,43.19569676
slow cooked chipotle chicken,0,24.9,11,116.0000001,349.9999992,301.999999,4.7000001,0.5,64.8,1.000000008,852.8,1.99999998,105.3,1.500000012,0,15,0,33,28,375,-2.779979075,4.093458728,0.922252989,28.82666728,397.44,5230.506667,12.26666654,645.84,9.200000074,0,92,0,202.4,171.7333333,1852.266661,3.066666667,152.72,67.46666667,711.4666673,2146.666662,6.133333382,0.480444455,10,3.269066667,1.022222212,2.484,1.703703717,0,5,0,2.53,1.073333333,2.646095229,0.613333333,0,0,0,0.527777788,4.026455019,35.37643175
slow cooked corned beef for sandwiches,8,15.09999998,5,78,904.0000008,160.000001,4.2,0.4,30,0,9.6,1.00000002,27.3,2.999999997,0,4,0,16,16,229,-3.082933089,4.696152052,0.99967966,42.18340611,301.3100437,96.41921397,10.04366832,274.1921397,30.13100434,0,40.17467249,0,160.69869,160.69869,1606.98691,4.017467249,151.6593884,50.21834061,783.4061135,9079.475991,0,0.703056769,10,0.060262009,0.83697236,1.054585153,5,0,5,0,2.008733624,1.004366812,2.295695585,0.80349345,0,0,0,0,5,33.76716576
slow cooked pork barbeque,9,6.60000003,2,36.9999999,1431,462.999999,45.6999999,0.8,27.6,33.00000001,480,1.00000002,33.8,1.500000012,0,6,0,25,8,304,-4.7089868,4.512340804,0.999889181,345.7565782,208.8157895,3631.578947,7.565789625,255.7236842,11.3486843,0,45.39473684,0,189.1447368,60.52631579,3502.960519,6.052631579,49.93421075,15.13157895,279.9342098,10826.64474,249.6710527,10,10,2.269736842,0.630482469,0.983552632,2.101608204,0,5,0,2.364309211,0.378289474,5,1.210526316,1.158906865,1.217105263,0.334429837,0,0,42.31451727
slow cooked pulled pork shoulder,9,13.39999999,5,54,2332.999999,259.999999,13.1000001,0.6,29,10.99999999,398.4,1.99999998,50.7,1.500000012,0,5,0,18,14,235,-7.109625291,4.103676197,0.432836876,128.2127669,283.8297872,3899.234043,19.57446789,496.212766,14.68085118,0,48.93617021,0,176.1702128,137.0212766,2544.680841,5.872340426,131.1489361,48.93617021,528.5106383,22833.61701,107.6595744,2.136879449,10,2.437021277,1.631205657,1.908510638,2.718676145,0,5,0,2.20212766,0.856382979,3.635258345,1.174468085,0,0,0,0,0,33.70053023
slow cooked texas style beef brisket,8,26.59999999,10,75,322.0000008,290.9999995,8.9000001,0.1,38.2,8.000000001,302.4,3,20.8,2.999999997,0,5,0,20,14,353,-4.175623231,4.084922033,0.932642859,57.98866921,248.8951841,1970.311615,19.54674221,135.5240793,19.54674219,0,32.57790368,0,130.3116147,91.21813031,1896.033991,0.651558074,173.3144475,65.15580737,488.6685552,2098.017002,52.1246459,0.96647782,10,1.231444759,1.628895184,0.521246459,3.619767072,0,5,0,1.628895184,0.570113314,2.708619987,0.130311615,0,0,0,0.629131245,0,28.63490264
